date,accident
2020/12/28,14
2020/12/29,17
2020/12/30,22
2020/12/31,21
2021/1/1,23
2021/1/2,15
2021/1/3,11
2021/1/4,16
2021/1/5,12
2021/1/6,20
2021/1/7,23
2021/1/8,22
2021/1/9,17
2021/1/10,17
2021/1/11,23
2021/1/12,14
2021/1/13,16
2021/1/14,21
2021/1/15,26
2021/1/16,27
2021/1/17,18
2021/1/18,15
2021/1/19,32
2021/1/20,21
2021/1/21,33
2021/1/22,28
2021/1/23,27
2021/1/24,14
2021/1/25,20
2021/1/26,21
2021/1/27,17
2021/1/28,22
2021/1/29,24
2021/1/30,18
2021/1/31,21
2021/2/1,24
2021/2/2,13
2021/2/3,18
2021/2/4,27
2021/2/5,34
2021/2/6,25
2021/2/7,9
2021/2/8,35
2021/2/9,18
2021/2/10,25
2021/2/11,18
2021/2/12,23
2021/2/13,13
2021/2/14,15
2021/2/15,22
2021/2/16,16
2021/2/17,27
2021/2/18,18
2021/2/19,19
2021/2/20,22
2021/2/21,20
2021/2/22,17
2021/2/23,24
2021/2/24,26
2021/2/25,36
2021/2/26,33
2021/2/27,19
2021/2/28,29
2021/2/29,29
2021/3/1,19
2021/3/2,27
2021/3/3,27
2021/3/4,32
2021/3/5,34
2021/3/6,31
2021/3/7,21
2021/3/8,24
2021/3/9,28
2021/3/10,17
2021/3/11,26
2021/3/12,32
2021/3/13,16
2021/3/14,23
2021/3/15,25
2021/3/16,20
2021/3/17,22
2021/3/18,27
2021/3/19,38
2021/3/20,28
2021/3/21,19
2021/3/22,21
2021/3/23,23
2021/3/24,33
2021/3/25,18
2021/3/26,21
2021/3/27,31
2021/3/28,10
2021/3/29,32
2021/3/30,28
2021/3/31,19
2021/4/1,28
2021/4/2,23
2021/4/3,30
2021/4/4,25
2021/4/5,24
2021/4/6,25
2021/4/7,25
2021/4/8,30
2021/4/9,35
2021/4/10,30
2021/4/11,17
2021/4/12,15
2021/4/13,35
2021/4/14,29
2021/4/15,23
2021/4/16,26
2021/4/17,26
2021/4/18,22
2021/4/19,34
2021/4/20,30
2021/4/21,27
2021/4/22,31
2021/4/23,38
2021/4/24,39
2021/4/25,28
2021/4/26,18
2021/4/27,25
2021/4/28,34
2021/4/29,36
2021/4/30,31
2021/5/1,35
2021/5/2,34
2021/5/3,23
2021/5/4,28
2021/5/5,42
2021/5/6,33
2021/5/7,43
2021/5/8,29
2021/5/9,24
2021/5/10,31
2021/5/11,31
2021/5/12,30
2021/5/13,35
2021/5/14,48
2021/5/15,32
2021/5/16,29
2021/5/17,26
2021/5/18,33
2021/5/19,44
2021/5/20,50
2021/5/21,51
2021/5/22,36
2021/5/23,23
2021/5/24,26
2021/5/25,43
2021/5/26,42
2021/5/27,36
2021/5/28,21
2021/5/29,21
2021/5/30,24
2021/5/31,13
2021/6/1,45
2021/6/2,44
2021/6/3,36
2021/6/4,30
2021/6/5,41
2021/6/6,27
2021/6/7,30
2021/6/8,46
2021/6/9,35
2021/6/10,36
2021/6/11,34
2021/6/12,31
2021/6/13,28
2021/6/14,32
2021/6/15,30
2021/6/16,54
2021/6/17,45
2021/6/18,44
2021/6/19,38
2021/6/20,29
2021/6/21,47
2021/6/22,25
2021/6/23,32
2021/6/24,42
2021/6/25,39
2021/6/26,44
2021/6/27,31
2021/6/28,37
2021/6/29,41
2021/6/30,34
2021/7/1,39
2021/7/2,34
2021/7/3,25
2021/7/4,16
2021/7/5,24
2021/7/6,38
2021/7/7,36
2021/7/8,41
2021/7/9,33
2021/7/10,38
2021/7/11,23
2021/7/12,37
2021/7/13,34
2021/7/14,37
2021/7/15,23
2021/7/16,45
2021/7/17,47
2021/7/18,34
2021/7/19,41
2021/7/20,28
2021/7/21,41
2021/7/22,36
2021/7/23,32
2021/7/24,31
2021/7/25,34
2021/7/26,25
2021/7/27,48
2021/7/28,32
2021/7/29,46
2021/7/30,35
2021/7/31,43
2021/8/1,26
2021/8/2,33
2021/8/3,32
2021/8/4,30
2021/8/5,35
2021/8/6,27
2021/8/7,30
2021/8/8,37
2021/8/9,27
2021/8/10,47
2021/8/11,32
2021/8/12,41
2021/8/13,42
2021/8/14,27
2021/8/15,31
2021/8/16,36
2021/8/17,34
2021/8/18,41
2021/8/19,21
2021/8/20,35
2021/8/21,30
2021/8/22,20
2021/8/23,24
2021/8/24,35
2021/8/25,31
2021/8/26,41
2021/8/27,44
2021/8/28,34
2021/8/29,36
2021/8/30,30
2021/8/31,40
2021/9/1,35
2021/9/2,38
2021/9/3,37
2021/9/4,45
2021/9/5,26
2021/9/6,32
2021/9/7,37
2021/9/8,40
2021/9/9,40
2021/9/10,41
2021/9/11,42
2021/9/12,35
2021/9/13,45
2021/9/14,49
2021/9/15,40
2021/9/16,33
2021/9/17,45
2021/9/18,32
2021/9/19,27
2021/9/20,47
2021/9/21,41
2021/9/22,49
2021/9/23,44
2021/9/24,45
2021/9/25,41
2021/9/26,40
2021/9/27,37
2021/9/28,28
2021/9/29,38
2021/9/30,42
2021/10/1,46
2021/10/2,38
2021/10/3,41
2021/10/4,25
2021/10/5,43
2021/10/6,34
2021/10/7,42
2021/10/8,37
2021/10/9,31
2021/10/10,38
2021/10/11,31
2021/10/12,31
2021/10/13,44
2021/10/14,47
2021/10/15,39
2021/10/16,41
2021/10/17,32
2021/10/18,34
2021/10/19,30
2021/10/20,39
2021/10/21,46
2021/10/22,46
2021/10/23,41
2021/10/24,32
2021/10/25,33
2021/10/26,30
2021/10/27,45
2021/10/28,30
2021/10/29,40
2021/10/30,45
2021/10/31,42
2021/11/1,29
2021/11/2,43
2021/11/3,38
2021/11/4,39
2021/11/5,38
2021/11/6,35
2021/11/7,33
2021/11/8,43
2021/11/9,31
2021/11/10,35
2021/11/11,41
2021/11/12,41
2021/11/13,40
2021/11/14,33
2021/11/15,45
2021/11/16,27
2021/11/17,41
2021/11/18,50
2021/11/19,37
2021/11/20,45
2021/11/21,19
2021/11/22,25
2021/11/23,39
2021/11/24,32
2021/11/25,22
2021/11/26,23
2021/11/27,28
2021/11/28,25
2021/11/29,40
2021/11/30,26
2021/12/1,31
2021/12/2,32
2021/12/3,41
2021/12/4,33
2021/12/5,35
2021/12/6,33
2021/12/7,38
2021/12/8,38
2021/12/9,38
2021/12/10,37
2021/12/11,32
2021/12/12,30
2021/12/13,27
2021/12/14,42
2021/12/15,38
2021/12/16,46
2021/12/17,38
2021/12/18,41
2021/12/19,33
2021/12/20,30
2021/12/21,19
2021/12/22,24
2021/12/23,24
2021/12/24,27
2021/12/25,17
2021/12/26,17
2021/12/27,16
2021/12/28,25
2021/12/29,23
2021/12/30,21
2021/12/31,13
